Name,Country,Type,Style,Grape,Short Description,Long Description,Per Bottle Price,Mix Six Price,Percentage of reviewers who would buy again,Number of Reviewers,Awards,Closure,Units,Volume
"Roaring Meg Pinot Noir 2017 Mt Difficulty, Central Otago",New Zealand,Red,Fruity Red,,MEDIUM,"Mount Difficulty is a boutique winery located in Bannockburn in Central Otago. The Bannockburn area is internationally recognized as one of the few places in the world where the petulant Pinot Noir variety has found a home outside Burgundy. This wine exhibits a lovely mix of red and black berry fruits with further complexity gained from oak spice. These characters are balanced by soft tannins, balanced acidity and a fruit-driven finish. This is a cracking, complex wine to be enjoyed over the next five years. Enjoy with pork loin and peach chutney or rabbit casserole.",20.99,18.49,91.0,47,['IWC 2018 - Commended Award'],Screwcap,10.5,75.0
Oyster Bay Merlot 2017 Hawke's Bay,New Zealand,Red,Big Red,,MEDIUM,"Oyster Bay has been producing wine of international acclaim since winning the 'Best International Sauvignon' at the 1991 IWSC. A leading example of the 'New Zealand Style', fashioned from fruit grown in Hawkes Bay's Bordeaux-esque climate. Plumy, jammy and ripe berry fruits augmented by hints of spice, toasted oak and chocolate aromas are followed by a rich, rounded and fruity palate with subtle oak and spices and an intense finish. Enjoy over the next three years with everything from pizza to spaghetti bolognese and from roast turkey to pork chops.",10.49,7.99,84.0,69,"['IWC 2017 - Silver Award', 'Decanter 2017 - Silver Award']",Screwcap,10.1,75.0
Viré-Clessé Cave de Viré,France,White,Crisp White,,DRY,"Awarded AOC status in 1998 Viré-Clessé produces some of the finest wine in the Maconnais. Flavours of delicate peach and rich tropical fruit are enhanced by a creamy texture from lees ageing. This Chardonnay is light and moreish and would do well with seafood, would add depth to a chicken dish and would be perfect with cheese.",14.99,12.49,98.0,59,[],,10.1,75.0
"Definition Carménère 2017, Maipo Valley",Chile,Red,Big Red,,MEDIUM,"Rich and comforting, Carménère has earned its place in our Definition range. After a difficult journey to stardom, struck by disease in France, then mistaken for Merlot in Chile - we wanted a first-class example to do it justice. Made by a winery four times voted 'Chilean Producer of the Year' by Wine & Spirits Magazine, in the acclaimed Maipo Valley, this certainly is. Enjoy its intense black fruit flavours, notes of tobacco, cinnamon and cloves.",10.99,8.99,96.0,24,[],,10.5,75.0
Domaine Begude 'Le Paradis' Viognier 2017 Haute Vallée de L'Aude,France,White,Rich White,,DRY,"Domaine Begude is a 25-hectare family-owned estate set high in the foothills of the Pyrenees. Believing in a healthy, sustainable environment through organic farming has led to consistent wines of the highest quality. Delicate and aromatic this Viognier has fine flavours of peach and apricot with a slight touch of spice balanced by a refreshing acidity. This is perfect with grilled oily fish.",17.99,14.99,83.0,12,[],,10.1,75.0
"Montagny 'Vieilles Vignes' 2016, Cave des Vignerons de Buxy",France,White,Rich White,,DRY,"This is made by the winery behind our best-selling white Burgundy - and Majestic customers rate this as even better! The older the vine, the juicier the grape. Those behind this are 30-years-old. So you can expect a rich flurry of citrus and white blossom.",12.99,10.99,96.0,27,[],Natural Cork,9.4,75.0
Waimea Estate Pinot Gris 2018 Nelson,New Zealand,White,Fruity White,Pinot Gris,DRY,"Grown in Nelson, to the west of Marlborough, on stony loam soils with high sunshine hours and a moderating Maritime influence. The winemaking philosophy blends Old World techniques with pioneering methods now becoming commonplace in the New World. Bursting with aromas of pear, honey, apple, spice and even a hint of cream. Hints of sweetness partner the pure fruit flavours and are complemented by clean acidity, good length and soft texture. Gorgeous on its own as a fuller bodied apéritif or with Thai and Asian foods. At its best when enjoyed over the next eighteen months.",13.99,10.99,95.0,152,"['Decanter 2019 - Commended Award', 'IWC 2018 - Commended Award', 'IWC 2017 - Commended Award']",Screwcap,10.1,75.0
Ten Minutes by Tractor Estate Pinot Noir 2017 Mornington Peninsular,Australia,Red,Fruity Red,,MEDIUM,"Mornington Peninsular is a sub-region of Victoria which, in recent years, has been identified as arguably the best area in Australia for cultivating the classic Burgundian varieties. Made in small open-topped fermenters with wild yeasts and matured for 11-15 months in French oak, this is an elegant and polished Australian Pinot.",46.0,41.40,95.0,152,[],Screwcap,10.5,75.0
Gran Camino Tempranillo,,Red,Smooth Red,,LIGHT,Made exclusively for Majestic from 100% Tempranillo this is a medium bodied and soft wine that is packed with juicy red fruit flavours,5.99,4.99,81.0,16,[],,9.8,75.0
Vasse Felix Filius Chardonnay 2017 Margaret River,Australia,White,Rich White,,DRY,"Located in Margaret River, in the South Western corner of Australia, Vasse Felix have a state-of-the-art winery where this Chardonnay is produced using premium parcels of fruit and partial wild yeast fermentation in French oak barriques. A toasty, nutty nose, with peach and tropical fruits on the palate, complemented by nutty hints and a touch of vanilla toast, a full flavoured wine, yet reserved and well integrated. A fabulous choice for white-meat dishes.",14.99,10.99,90.0,29,['IWC 2017 - Silver Award'],Screwcap,9.4,75.0
Viñalba Gran Reservado Malbec 2016 Mendoza,Argentina,Red,Big Red,,FULL,"This fine Malbec comes from Mendoza's Lujan de Cuyo region, and is the flagship wine in the Viñalba range. Created by Hervé Fabre, one of the first Bordeaux-schooled winemakers to come in to Argentina, and to recognise Malbec's potential in its high-altitude terroirs. A generous nose of warm plum-pudding-like fruit, lifted by soft vanilla and flower petal notes. The tannins are muscular, yet smooth and voluptuous, providing a blockbusting mouthfeel and long finish. Decant first for maximum effect. Enjoy with steak or venison.",16.99,14.99,91.0,45,"['Decanter 2019 - Gold Award', 'IWC 2018 - Gold Award', 'IWC 2018 - Tropy Award', 'IWC 2017 - Commended Award', 'Decanter 2017 - Silver Award']",Natural Cork,11.3,75.0
"Primo Rosso Appassimento 2018, Puglia",Italy,Red,Big Red,,MEDIUM,"It's from Puglia, the Italian spot for full-bodied reds, where grapes reach sky-high levels of ripeness. The trick?The winemaker twists the stems of every grape bunch. It's laborious work but allows berries to fill with concentrated juice. From the first winery's to bring this Puglian technique to the UK - you'll taste the benefit in this rich and spicy red bursting with bold notes of lush cherry, raspberry and redcurrant.",9.99,8.99,90.0,10,[],,10.9,75.0
Definition Beaujolais,France,Red,Fruity Red,Gamay,LIGHT,Classic Beaujolais this has abundant crisp red fruit flavours reminiscent of redcurrants and raspberries followed by a touch of white pepper.,10.99,8.99,90.0,10,[],,9.8,75.0
Le Palajo Limoux Chardonnay 2017 Dom de la Metairie d'Alon,France,White,Fruity White,,DRY,From the endlessly sunny Palajo vineyard this fabulous Chardonnay careful handling in the winery and ageing in oak barrels creates a complex wine with flavours of apricot and jasmine with hints of patisserie.,22.99,19.99,100.0,15,[],,10.1,75.0
Pouilly-Fuissé 'Les Vignes Blanches' 2018 Domaine Cordier,France,White,Rich White,,DRY,"Vignes Blanches is a Cordier-owned parcel of 40-plus year-old vines, producing superbly balanced, rich styles of wine. Characteristic traits of this producer are minimal filtration and super-low yields to maximise concentration and purity. Ripe tropical fruit in the form of peach and apricot are in abundance here, yet are kept in touch with a crisp acidity which leaves the finish refreshing and near-flawless. Enjoy with richer dishes such as risotto, pâté or duck - the clean acidity will cut through the fatty elements in these foods.",28.99,25.99,100.0,3,[],Natural Cork,10.5,75.0
Montes Single Vineyard Chardonnay 2015,Chile,White,Rich White,Chardonnay,DRY,"The grapes use to produce this wine come from the cool climate Casablanca Valley which produces low yields of exceptionally healthy grapes with an abundance of fruit flavours. Malolactic fermentation adds and oak ageing adds buttery complexity. Fresh citrus flavours are augmented by a hint of asparagus typical of the Casablanca Valley are layered over toast, butter and vanilla notes. This will be a fine accompaniment for a roast chicken.",11.99,9.99,85.0,27,[],Screwcap,10.9,75.0
Saint-Véran 2017 Les Vignerons des Grandes Vignes,France,White,Crisp White,Chardonnay,DRY,"Saint-Véran is in the southern part of Burgundy overlapping the Mâconnais and Beaujolais districts. This wine is produced by an outstanding co-operative. This is a lively wine showing delicious aromas of peach and acacia blossom. Fantastic when young, it has the potential to develop a more honeyed, complex palate with age. This delicate and elegant wine would be a great match with seared scallops or mushroom ravioli.",13.99,11.99,79.0,28,[],Screwcap,9.8,75.0
Valle Antigua Cabernet Sauvignon 2017,Chile,Red,Big Red,Cabernet Sauvignon,FULL,"The Colchagua Valley is a paradise for growing grapes with a Mediterranean climate and a large difference between daytime and night time temperatures allows the grapes to ripen slowly developing intense flavours and aromas. This is a classic Chilean Cabernet with bold flavours of blackcurrant and damson. It is juicy and well balanced with a delightfully soft finish. This versatile wine will be great with rare roast beef, stewed lamb or hard cheeses.",7.99,4.99,82.0,44,[],Screwcap,10.1,75.0
Definition Pinotage,South Africa,Red,Big Red,,LIGHT,"Extra skin contact add additional flavour and colour to this great example of Pinotage. Rich flavours of blackberry and raspberry marry harmoniously with touches of cedar, herbs and sweet spice.",9.99,7.99,100.0,3,[],,10.1,75.0
Parcel Series Margaret River Sauvignon Blanc Semillon,Australia,White,Rich White,"Sémillon, Sauvignon Blanc",DRY,"Margaret River is Australia's most acclaimed region, and its wines rarely drop below £10 never mind £8. Surrounded by water, and with ancient gravel soils, it's ideal for creating the world-famous Sauvignon Semillon blends. However, it's a region of tiny family wineries, contributing less than 2.3% of Australia's total production.So we've signed our strictest non-disclosure agreements to keep the incredible producer behind this wine a secret. Enjoy a salivating streak of citrus, passion fruit, guava, and lemon meringue, with a sea spray freshness.",11.99,7.99,92.0,12,[],,9.4,75.0
Contesa Pecorino 2017/18 IGT Colline Pescaresi,Italy,White,Fruity White,,DRY,"Pecorino is an early ripening, thin-skinned grape, native to central parts of Italy. The bunches tend to be very triangular in shape, reminiscent of a sheep's head, said to be the reason for the grape's name. This great example is 30% oak fermented. Pale yellow, with a remarkably intense nose of citrus fruits, hints of hawthorn and orange blossom. Soft, clean, but persistent palate texture, with a pleasing mineral complexity. Try with nutty cheeses, such as the wine's sheep's milk cheese namesake, or with simple cod dishes.",11.99,9.99,94.0,104,[],Synthetic Cork,9.4,75.0
Bellingham 'The Bernard Series' Viognier 2018 Western Cape,South Africa,White,Fruity White,,DRY,"Celebrating the legendary maverick founder of Bellingham, Bernard Podlashuk, 'The Bernard Series' is an homage to his efforts in placing South Africa on the winemaking map. Hand picked grapes are fermented and aged in one year old French oak with 4% lees contact. Perfumed aromas of peaches, lychees, rose petal and spice are complemented by rich layers of fruit with spicy undertones of white pepper and cinnamon on the palate with a lingering and inviting finish. Will partner well with delicately flavoured, creamy seafood and poultry dishes. Enjoy over the next two years.",14.49,9.99,90.0,69,"['Decanter 2018 - Bronze Award', 'Decanter 2017 - Bronze Award']",Screwcap,10.1,75.0
Errazuriz Wild Ferment Chardonnay 2016 Casablanca Valley,Chile,White,Rich White,Chardonnay,DRY,"With grapes taken from 'La Escultura Estate,' where cool sea breezes help preserve the freshness in the grapes. Naturally occurring yeast in the grape skins are used instead of cultivated yeasts, along with subtle use of 10% French oak. This wine is unbelievably well balanced, with subtle tropical stone fruit in the form of apricot and peach mingling with subtle oak characters and a rich creaminess. Enjoy this wine over the next 2 years to allow further integration of oak and fruit, and enjoy with roast chicken and seafood dishes.",13.99,10.99,94.0,71,"['IWC 2018 - Commended Award', 'IWC 2017 - Bronze Award']",Screwcap,9.8,75.0
